term_id,term,cluster_id,domain,membership_probability,is_representative,labeling_method,evidence
term_b90c6d0271ff608c3091,Production of eggs for consumption and number of laying hens,unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_4eb46767e3553546663a,Production of milk on farms,unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_db8a280dd7686a2ac1f5,Production of milk powder,unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_9454b887f1867f090bca,Production of pigmeat in slaughterhouses,cluster_0747a3157ffb,"agriculture, forestry, and fisheries",0.993399,false,embedding_threshold,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {""agriculture, forestry, and fisheries"": 0.7705115463051274, ""education"": 0.635955172237763, ""environment and energy"": 0.6922148252171598, ""industry, trade, and services"": 0.6596587474858008, ""labour market"": 0.6636619757451894}, ""source"": ""hdbscan_pearl_small""}"
term_3a115ac194876f2b07de,Production of poultry meat in slaughterhouses,cluster_0747a3157ffb,"agriculture, forestry, and fisheries",0.993399,true,embedding_threshold,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {""agriculture, forestry, and fisheries"": 0.7705115463051274, ""education"": 0.635955172237763, ""environment and energy"": 0.6922148252171598, ""industry, trade, and services"": 0.6596587474858008, ""labour market"": 0.6636619757451894}, ""source"": ""hdbscan_pearl_small""}"
term_226172b7f9c30b7a429a,Production of sheepmeat and goat meat in slaughterhouses,cluster_0747a3157ffb,"agriculture, forestry, and fisheries",0.993399,false,embedding_threshold,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {""agriculture, forestry, and fisheries"": 0.7705115463051274, ""education"": 0.635955172237763, ""environment and energy"": 0.6922148252171598, ""industry, trade, and services"": 0.6596587474858008, ""labour market"": 0.6636619757451894}, ""source"": ""hdbscan_pearl_small""}"
term_30044f68d1cf70550729,"Production, value added and employment by industry groups in the environmental goods and services sector",unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_5022e34de5091385c309,Proportion of population aged 65 and over,unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_90d064a0e3555d070ed8,Public expenditure on education - ENP-East countries,cluster_9f5217e9767f,cross-domain or other,1.000000,true,embedding_threshold_fallback,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {""economy and finance"": 0.6891359844726656, ""education"": 0.7167730397231009, ""environment and energy"": 0.6187253234181086, ""government, justice, and public administration"": 0.666310655781945, ""population and demography"": 0.6156232734483393}, ""source"": ""hdbscan_pearl_small""}"
term_136f56a98d371355cdb3,Public expenditure on education - ENP-South countries,cluster_9f5217e9767f,cross-domain or other,0.975506,false,embedding_threshold_fallback,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {""economy and finance"": 0.6891359844726656, ""education"": 0.7167730397231009, ""environment and energy"": 0.6187253234181086, ""government, justice, and public administration"": 0.666310655781945, ""population and demography"": 0.6156232734483393}, ""source"": ""hdbscan_pearl_small""}"
term_9a6b6617fb90a759d2c1,"Pupils aged 3 years old, by sex - as % of the population of the corresponding age group",cluster_99cbd02aba19,education,0.899929,false,embedding_threshold,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {""education"": 0.7589218905617889, ""health"": 0.6434949786966618, ""population and demography"": 0.710072635302008, ""regional and urban statistics"": 0.6397274526131986, ""social conditions and equality"": 0.6712758401898061}, ""source"": ""hdbscan_pearl_small""}"
term_b35b80b9bb3da89a8d77,"Pupils aged 4 years old, by sex - as % of the population of the corresponding age group",cluster_99cbd02aba19,education,0.824753,false,embedding_threshold,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {""education"": 0.7589218905617889, ""health"": 0.6434949786966618, ""population and demography"": 0.710072635302008, ""regional and urban statistics"": 0.6397274526131986, ""social conditions and equality"": 0.6712758401898061}, ""source"": ""hdbscan_pearl_small""}"
term_c87cc3e6907e2d7127e0,Pupils and students in education aged 30 and over - per 1000 of corresponding age population,unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_c32b9badb0ba4710ff3e,Pupils from age 0 to the starting age of compulsory education at primary level by sex - % of the population of the corresponding age,cluster_99cbd02aba19,education,1.000000,true,embedding_threshold,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {""education"": 0.7589218905617889, ""health"": 0.6434949786966618, ""population and demography"": 0.710072635302008, ""regional and urban statistics"": 0.6397274526131986, ""social conditions and equality"": 0.6712758401898061}, ""source"": ""hdbscan_pearl_small""}"
