term_id,term,cluster_id,domain,membership_probability,is_representative,labeling_method,evidence
term_20d6b4a1cc5307075745,Accidents in waterway transport,unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_2c16cafab319d30eed0d,Accidents involving the transport of dangerous goods,unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_0f8f9cf7bf3053d8d92c,Accidents involving the transport of dangerous goods - annual data,unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_28537334be6786e5aad6,Adjusted gross disposable income of households per capita in PPS,cluster_84a10ec4eb87,cross-domain or other,0.999378,false,embedding_threshold_fallback,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {""economy and finance"": 0.7286435528360393, ""environment and energy"": 0.6519930377463107, ""health"": 0.6568422343562978, ""labour market"": 0.7009352358476473, ""population and demography"": 0.7137265756915805}, ""source"": ""hdbscan_pearl_small""}"
term_a8771db3c5fdeaea7553,Aggregate propensity to consume by income quintile,unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_dd253336ca9a867f3b27,Aggregate propensity to consume by income quintile - experimental statistics,unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_d159d1d70a676d86fe50,Agricultural holdings by age of holder,unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_0d7a0d04c0ce32966ea7,Agricultural holdings by agricultural area,unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_f2c0c07a0e4bc0b204b8,Agricultural holdings by economic size of the farm (Standard Output in Euro),unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_6cc6165729f5e7f40aea,Agricultural land prices by region,unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_0e0b3810707546d985d4,Agricultural land prices by region - historical data,unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_6f2b02206af9e587fed1,Agricultural land renting prices for one year by region,unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_e422348de0704bae21cd,Agricultural land renting prices for one year by region - historical data,unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_91ab15d8f699b278f32c,Agricultural real factor income per annual work unit (AWU),unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_0b214cfd73ab25abb7b2,Air passenger transport,cluster_310e64b58954,transport,0.930540,true,embedding_threshold,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {""agriculture, forestry, and fisheries"": 0.6568437781978611, ""economy and finance"": 0.6812492999573971, ""industry, trade, and services"": 0.6995698206879771, ""labour market"": 0.6614922186669936, ""transport"": 0.860033991344811}, ""source"": ""hdbscan_pearl_small""}"
term_d2e804e762d250d07c7c,Air passenger transport - ENP-South countries,cluster_310e64b58954,transport,0.948930,false,embedding_threshold,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {""agriculture, forestry, and fisheries"": 0.6568437781978611, ""economy and finance"": 0.6812492999573971, ""industry, trade, and services"": 0.6995698206879771, ""labour market"": 0.6614922186669936, ""transport"": 0.860033991344811}, ""source"": ""hdbscan_pearl_small""}"
term_7dcf76b37479e12f0002,Air transport equipment,unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_45c3f1dcec8bf74b3b4e,Air transport equipment: number of aircrafts,unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_34fd33d58a573e6288b3,Air transport infrastructure,unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_c9079f249b58f620e9c3,Air transport infrastructure: airports,unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_6a711696e7225f1e4d10,Air transport infrastructure: length of paved runways,unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_a0016567b77ecdefeda9,Air transport of freight by NUTS 2 region,unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_1051834513fa48bf6daa,Air transport of goods by country (yearly data),unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_b13910a22b73184ff80d,Air transport of passengers by NUTS 2 region,unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_b847033074daa0b60a7d,Air transport traffic,cluster_310e64b58954,transport,0.930540,false,embedding_threshold,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {""agriculture, forestry, and fisheries"": 0.6568437781978611, ""economy and finance"": 0.6812492999573971, ""industry, trade, and services"": 0.6995698206879771, ""labour market"": 0.6614922186669936, ""transport"": 0.860033991344811}, ""source"": ""hdbscan_pearl_small""}"
term_54d9b1f4afa97eb30220,Air transport traffic: freight and passengers,unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_50eb0e42cf2464964ee5,Air transport traffic: number of aircraft movements,unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_26408b77200929d0bb01,Animal output - basic and producer prices,cluster_b70da2ec1a1f,cross-domain or other,1.000000,true,embedding_threshold_fallback,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {""agriculture, forestry, and fisheries"": 0.7459805214624858, ""economy and finance"": 0.756125447477141, ""environment and energy"": 0.6721425872937218, ""industry, trade, and services"": 0.7073479058702036, ""labour market"": 0.7049494237753877}, ""source"": ""hdbscan_pearl_small""}"
term_558f4a8e9de234d081fa,Annual aquaculture production,cluster_0747a3157ffb,"agriculture, forestry, and fisheries",0.968711,false,embedding_threshold,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {""agriculture, forestry, and fisheries"": 0.7705115463051274, ""education"": 0.635955172237763, ""environment and energy"": 0.6922148252171598, ""industry, trade, and services"": 0.6596587474858008, ""labour market"": 0.6636619757451894}, ""source"": ""hdbscan_pearl_small""}"
term_de9b03884237b6ceb33d,Annual aquaculture production - live weight in tonnes,cluster_0747a3157ffb,"agriculture, forestry, and fisheries",0.968711,false,embedding_threshold,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {""agriculture, forestry, and fisheries"": 0.7705115463051274, ""education"": 0.635955172237763, ""environment and energy"": 0.6922148252171598, ""industry, trade, and services"": 0.6596587474858008, ""labour market"": 0.6636619757451894}, ""source"": ""hdbscan_pearl_small""}"
term_08daf5eebc86334e6fe1,"annual data, % of GDP",cluster_71139f449ed0,economy and finance,1.000000,true,embedding_threshold,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {""economy and finance"": 0.7268003334031932, ""health"": 0.6290264990649875, ""industry, trade, and services"": 0.6535122370515143, ""labour market"": 0.6599099628287749, ""population and demography"": 0.6348137138742423}, ""source"": ""hdbscan_pearl_small""}"
term_e327dc97a9636e3ea46d,Annual production and utilisation of milk on the farm,unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_c8cbf667c7ff9a10e81f,Aquaculture production by aquatic environment,cluster_0747a3157ffb,"agriculture, forestry, and fisheries",0.971237,false,embedding_threshold,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {""agriculture, forestry, and fisheries"": 0.7705115463051274, ""education"": 0.635955172237763, ""environment and energy"": 0.6922148252171598, ""industry, trade, and services"": 0.6596587474858008, ""labour market"": 0.6636619757451894}, ""source"": ""hdbscan_pearl_small""}"
term_99a7a01d09d96b6d97c9,Aquaculture production by aquatic environment - ENP-South countries,cluster_0747a3157ffb,"agriculture, forestry, and fisheries",0.982468,true,embedding_threshold,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {""agriculture, forestry, and fisheries"": 0.7705115463051274, ""education"": 0.635955172237763, ""environment and energy"": 0.6922148252171598, ""industry, trade, and services"": 0.6596587474858008, ""labour market"": 0.6636619757451894}, ""source"": ""hdbscan_pearl_small""}"
term_7789a973297e4d885e32,Aquaculture production in tonnes and value,cluster_0747a3157ffb,"agriculture, forestry, and fisheries",0.900527,false,embedding_threshold,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {""agriculture, forestry, and fisheries"": 0.7705115463051274, ""education"": 0.635955172237763, ""environment and energy"": 0.6922148252171598, ""industry, trade, and services"": 0.6596587474858008, ""labour market"": 0.6636619757451894}, ""source"": ""hdbscan_pearl_small""}"
term_1ea0302f0e6ecab11f29,Arrears on non-housing bills by income quintile,unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_f562209adf44b800cb23,as % of the population of the corresponding age,cluster_99cbd02aba19,education,0.661417,false,embedding_threshold,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {""education"": 0.7589218905617889, ""health"": 0.6434949786966618, ""population and demography"": 0.710072635302008, ""regional and urban statistics"": 0.6397274526131986, ""social conditions and equality"": 0.6712758401898061}, ""source"": ""hdbscan_pearl_small""}"
term_a66e5a24f4ba2094a4f6,as % of the population of the corresponding age group,unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_e1eb350cc06d0a62981f,as % of the total population of post-compulsory school age,unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_7c168de392caf7078752,as % of total active population,unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_e1602b3139cef5deb9f9,as % of total or current expenditure,cluster_9f5217e9767f,cross-domain or other,1.000000,false,embedding_threshold_fallback,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {""economy and finance"": 0.6891359844726656, ""education"": 0.7167730397231009, ""environment and energy"": 0.6187253234181086, ""government, justice, and public administration"": 0.666310655781945, ""population and demography"": 0.6156232734483393}, ""source"": ""hdbscan_pearl_small""}"
term_70fbc6c91624609e107f,as % of total public expenditure,cluster_9f5217e9767f,cross-domain or other,1.000000,true,embedding_threshold_fallback,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {""economy and finance"": 0.6891359844726656, ""education"": 0.7167730397231009, ""environment and energy"": 0.6187253234181086, ""government, justice, and public administration"": 0.666310655781945, ""population and demography"": 0.6156232734483393}, ""source"": ""hdbscan_pearl_small""}"
term_b24eebc0b3af6b6b4aa0,At risk-of-poverty rate for the population living in (quasi-)jobless households,unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_6344e0456def1c9ee015,At-risk-of poverty rate for children by citizenship of their parents (population aged 0 to 17),unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_213859f5d72fd3eaad3d,At-risk-of poverty rate for children by country of birth of their parents (population aged 0 to 17),unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_1d11dca31232a36ebf76,Average expenditure per night,unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_06fd140352484b25e43e,Average expenditure per trip,unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_335951c32d8d2116b9f0,Average population (mid-year),cluster_99358c580dcf,labour market,0.844187,false,embedding_threshold,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {""economy and finance"": 0.6830314331028731, ""labour market"": 0.789534856381208, ""population and demography"": 0.7264993057884989, ""regional and urban statistics"": 0.6766704497423219, ""social conditions and equality"": 0.7191189563238449}, ""source"": ""hdbscan_pearl_small""}"
term_424bd938c951afe537f5,Average population mid-year by sex and age group,cluster_99358c580dcf,labour market,0.844187,false,embedding_threshold,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {""economy and finance"": 0.6830314331028731, ""labour market"": 0.789534856381208, ""population and demography"": 0.7264993057884989, ""regional and urban statistics"": 0.6766704497423219, ""social conditions and equality"": 0.7191189563238449}, ""source"": ""hdbscan_pearl_small""}"
term_0f501f4a2588acc2b10d,Average population mid-year by sex and age group - ENP-South countries,cluster_99358c580dcf,labour market,0.844187,false,embedding_threshold,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {""economy and finance"": 0.6830314331028731, ""labour market"": 0.789534856381208, ""population and demography"": 0.7264993057884989, ""regional and urban statistics"": 0.6766704497423219, ""social conditions and equality"": 0.7191189563238449}, ""source"": ""hdbscan_pearl_small""}"
term_b82538563afbccd385b6,"Barley by area, production and humidity",cluster_9391f8d593af,"agriculture, forestry, and fisheries",1.000000,true,embedding_threshold,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {""agriculture, forestry, and fisheries"": 0.7215382746502316, ""environment and energy"": 0.6904157422959046, ""labour market"": 0.6448385178470997, ""population and demography"": 0.6238849919667521, ""regional and urban statistics"": 0.6660959028884115}, ""source"": ""hdbscan_pearl_small""}"
term_b90af556331316163672,basic and producer prices,cluster_b70da2ec1a1f,cross-domain or other,1.000000,false,embedding_threshold_fallback,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {""agriculture, forestry, and fisheries"": 0.7459805214624858, ""economy and finance"": 0.756125447477141, ""environment and energy"": 0.6721425872937218, ""industry, trade, and services"": 0.7073479058702036, ""labour market"": 0.7049494237753877}, ""source"": ""hdbscan_pearl_small""}"
term_2d69baedc15824c81811,Buses and coaches traffic performance registered in the by transport covarage,unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_318cf2b1f91f6cc6d9ec,Carrying capacity of the waterway transport enterprises vessels by number of vessels in enterprises,cluster_e22df4ed8343,transport,1.000000,true,embedding_threshold,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {""agriculture, forestry, and fisheries"": 0.6504098985479125, ""economy and finance"": 0.6577851122105566, ""industry, trade, and services"": 0.7326276302155783, ""labour market"": 0.694030383173282, ""transport"": 0.7837847022418346}, ""source"": ""hdbscan_pearl_small""}"
term_5f7e6cf5264e9854d4ea,Causes of death,cluster_08676e4a8f67,cross-domain or other,0.838727,false,embedding_threshold_fallback,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {""environment and energy"": 0.6265151244861141, ""health"": 0.7445838198500743, ""population and demography"": 0.7158470017582006, ""social conditions and equality"": 0.6993057268964641, ""transport"": 0.6316672361559459}, ""source"": ""hdbscan_pearl_small""}"
term_962076671ba1710ec9cd,Causes of death - potential years of life lost by country of residence,cluster_08676e4a8f67,cross-domain or other,0.706252,false,embedding_threshold_fallback,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {""environment and energy"": 0.6265151244861141, ""health"": 0.7445838198500743, ""population and demography"": 0.7158470017582006, ""social conditions and equality"": 0.6993057268964641, ""transport"": 0.6316672361559459}, ""source"": ""hdbscan_pearl_small""}"
term_3456ee1ef3a4b5d3e160,"Causes of death, by sex",cluster_08676e4a8f67,cross-domain or other,1.000000,true,embedding_threshold_fallback,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {""environment and energy"": 0.6265151244861141, ""health"": 0.7445838198500743, ""population and demography"": 0.7158470017582006, ""social conditions and equality"": 0.6993057268964641, ""transport"": 0.6316672361559459}, ""source"": ""hdbscan_pearl_small""}"
term_21acbc3991aad168be3f,"Cereals for the production of grain (including seed) by area, production and humidity",cluster_9391f8d593af,"agriculture, forestry, and fisheries",1.000000,true,embedding_threshold,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {""agriculture, forestry, and fisheries"": 0.7215382746502316, ""environment and energy"": 0.6904157422959046, ""labour market"": 0.6448385178470997, ""population and demography"": 0.6238849919667521, ""regional and urban statistics"": 0.6660959028884115}, ""source"": ""hdbscan_pearl_small""}"
term_bddb535218bdd2ecee0c,Children cared only by their parents by age group - % over the population of each age group,unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_8fa5a4c35cfb38394961,"Classroom teachers working full-time and part-time in primary, lower-secondary and upper-secondary education - as % of total active population",unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_1d490b3690f8a6d9f521,constant prices,unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_eacb2216fe4997adf92e,Consumer price index,cluster_b79ec27e90f4,cross-domain or other,0.775437,false,embedding_threshold_fallback,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {""economy and finance"": 0.698195168945704, ""industry, trade, and services"": 0.6135823503332326, ""labour market"": 0.6775073446974057, ""population and demography"": 0.6811998404817894, ""regional and urban statistics"": 0.6500206788020642}, ""source"": ""hdbscan_pearl_small""}"
term_5574a85a609e8966b428,Consumer price index - ENP-East countries,cluster_80edd39ddbff,economy and finance,0.841020,false,embedding_threshold,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {""agriculture, forestry, and fisheries"": 0.6417372564412809, ""economy and finance"": 0.7471593770046031, ""industry, trade, and services"": 0.6678429265998614, ""labour market"": 0.6986427909369246, ""population and demography"": 0.6455627472321667}, ""source"": ""hdbscan_pearl_small""}"
term_a1ec4c2cbf84309933ed,Consumer price index - ENP-South countries,cluster_80edd39ddbff,economy and finance,0.841020,false,embedding_threshold,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {""agriculture, forestry, and fisheries"": 0.6417372564412809, ""economy and finance"": 0.7471593770046031, ""industry, trade, and services"": 0.6678429265998614, ""labour market"": 0.6986427909369246, ""population and demography"": 0.6455627472321667}, ""source"": ""hdbscan_pearl_small""}"
term_6150cd2caa8f4a04c46e,Container transport by type of goods and coverage,unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_027275b4917a775d06d1,Country level - gross weight of goods transported to/from main ports,cluster_436a35bf5d70,transport,1.000000,false,embedding_threshold,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {""agriculture, forestry, and fisheries"": 0.6680911486169095, ""economy and finance"": 0.6993370570124587, ""environment and energy"": 0.6612407709431416, ""industry, trade, and services"": 0.6961852515140688, ""transport"": 0.7806940761400575}, ""source"": ""hdbscan_pearl_small""}"
term_ac49c8d4bf9ebe2ab58f,Crimes recorded by the police - homicide in cities,unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_112b7bcba889c2543790,Crop output - basic and producer prices,cluster_b70da2ec1a1f,cross-domain or other,1.000000,true,embedding_threshold_fallback,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {""agriculture, forestry, and fisheries"": 0.7459805214624858, ""economy and finance"": 0.756125447477141, ""environment and energy"": 0.6721425872937218, ""industry, trade, and services"": 0.7073479058702036, ""labour market"": 0.7049494237753877}, ""source"": ""hdbscan_pearl_small""}"
term_484236517c42f3ecd18f,Crop production - ENP-East countries,cluster_0747a3157ffb,"agriculture, forestry, and fisheries",1.000000,false,embedding_threshold,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {""agriculture, forestry, and fisheries"": 0.7705115463051274, ""education"": 0.635955172237763, ""environment and energy"": 0.6922148252171598, ""industry, trade, and services"": 0.6596587474858008, ""labour market"": 0.6636619757451894}, ""source"": ""hdbscan_pearl_small""}"
term_e9ef238b028627dd77c4,Crop production - ENP-South countries,cluster_0747a3157ffb,"agriculture, forestry, and fisheries",1.000000,false,embedding_threshold,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {""agriculture, forestry, and fisheries"": 0.7705115463051274, ""education"": 0.635955172237763, ""environment and energy"": 0.6922148252171598, ""industry, trade, and services"": 0.6596587474858008, ""labour market"": 0.6636619757451894}, ""source"": ""hdbscan_pearl_small""}"
term_99e1529e4e89f9c36b6e,"Crude rate of birth, of dead and of population change",unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_0aaad1fb739644538df7,"Crude rate of birth, of dead and of population change - ENP-South countries",unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_1e90b7c1d9857b0b43e2,Cultural employment by sex,unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_c46d3ef2aa9824c586e8,"Current account transactions - primary income: credits, debits and balance",unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_f216ac3c2bf81bef68a4,"Current account transactions - secondary income: credits, debits and balance",unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_06805613d2075f44c3ed,current prices,unclustered,cross-domain or other,0.000000,false,noise_default,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {}, ""source"": ""hdbscan_pearl_small""}"
term_101e60ee5f0f430737e5,"Death due to accidents, by sex",cluster_08676e4a8f67,cross-domain or other,1.000000,true,embedding_threshold_fallback,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {""environment and energy"": 0.6265151244861141, ""health"": 0.7445838198500743, ""population and demography"": 0.7158470017582006, ""social conditions and equality"": 0.6993057268964641, ""transport"": 0.6316672361559459}, ""source"": ""hdbscan_pearl_small""}"
term_956ee1e95cb224363643,"Death due to AIDS (HIV-disease), by sex",cluster_08676e4a8f67,cross-domain or other,0.978580,true,embedding_threshold_fallback,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {""environment and energy"": 0.6265151244861141, ""health"": 0.7445838198500743, ""population and demography"": 0.7158470017582006, ""social conditions and equality"": 0.6993057268964641, ""transport"": 0.6316672361559459}, ""source"": ""hdbscan_pearl_small""}"
term_76957f17efd94e0cea36,"Death due to alcoholic abuse, by sex",cluster_08676e4a8f67,cross-domain or other,0.987767,false,embedding_threshold_fallback,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {""environment and energy"": 0.6265151244861141, ""health"": 0.7445838198500743, ""population and demography"": 0.7158470017582006, ""social conditions and equality"": 0.6993057268964641, ""transport"": 0.6316672361559459}, ""source"": ""hdbscan_pearl_small""}"
term_94b6765642dac6f6949f,"Death due to cancer, by sex",cluster_08676e4a8f67,cross-domain or other,1.000000,true,embedding_threshold_fallback,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {""environment and energy"": 0.6265151244861141, ""health"": 0.7445838198500743, ""population and demography"": 0.7158470017582006, ""social conditions and equality"": 0.6993057268964641, ""transport"": 0.6316672361559459}, ""source"": ""hdbscan_pearl_small""}"
term_917e54b71e6c2b9e56cf,"Death due to chronic liver disease, by sex",cluster_08676e4a8f67,cross-domain or other,0.987169,false,embedding_threshold_fallback,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {""environment and energy"": 0.6265151244861141, ""health"": 0.7445838198500743, ""population and demography"": 0.7158470017582006, ""social conditions and equality"": 0.6993057268964641, ""transport"": 0.6316672361559459}, ""source"": ""hdbscan_pearl_small""}"
term_eeb6980f51c7d56fc3f4,"Death due to diabetes mellitus, by sex",cluster_08676e4a8f67,cross-domain or other,0.965439,false,embedding_threshold_fallback,"{""classification_run_id"": ""run_75b90575bb9e48ce7918"", ""domain_scores"": {""environment and energy"": 0.6265151244861141, ""health"": 0.7445838198500743, ""population and demography"": 0.7158470017582006, ""social conditions and equality"": 0.6993057268964641, ""transport"": 0.6316672361559459}, ""source"": ""hdbscan_pearl_small""}"
