term_id,canonical_term,category,confidence,variant,protected,evidence,occurrence_ids_json,run_id
term_289d3ad56aa1ffc52628,Employment in waterways transport enterprises by sex,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_cd08c009b8d86a7f23fd""]",run_5f8127cf8e6be829b1ac
term_98ccf44d2931bdcf2215,Employment rate,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_5a5b5fd9768eeddaaeba""]",run_5f8127cf8e6be829b1ac
term_6a05457df916fa51e4b7,Employment rate by citizenship,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_d534eee17732afb3221b""]",run_5f8127cf8e6be829b1ac
term_11690bfa78e5b9ada064,Employment rate by sex,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_49048b5d05fb8cbfeb77"", ""occ_7fdbe4c56a72f6831906""]",run_5f8127cf8e6be829b1ac
term_a7ebeda4912ad87981e2,Employment rate of low skilled persons (age group 20-64),measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_1392ba912a48ba780702""]",run_5f8127cf8e6be829b1ac
term_a6ec76a4cb1ad6932069,Employment rate of non-EU nationals (age group 20-64),measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_098946f8ab673c18044f""]",run_5f8127cf8e6be829b1ac
term_cc6c389a3a5b9ede456e,"Employment rate of older workers, age group 55-64",measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_093c82c81f7448293506""]",run_5f8127cf8e6be829b1ac
term_c9fa520584151533f5a2,Employment rates (aged 15-64) by sex,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_5e0fc3b7216f7b6d6f8a""]",run_5f8127cf8e6be829b1ac
term_27a95e3ef428412228a6,Employment rates (aged 15-64) by sex - ENP-South countries,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_65619d8c6db62d7f0765""]",run_5f8127cf8e6be829b1ac
term_178890956c1e3c7acc0d,Employment rates of recent graduates,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_ef409043ef3ed3606ea7""]",run_5f8127cf8e6be829b1ac
term_27403ee3a08ef6612373,"Employment, domestic concept",measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_62004064f4061717212d"", ""occ_c5df37801dcfd14f0e3d""]",run_5f8127cf8e6be829b1ac
term_defff23a8f88d8548c58,"Employment, domestic concept - annual data",measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_92d9dcb33fdc3d88e697""]",run_5f8127cf8e6be829b1ac
term_e74b0b68daf6ab98bfae,"Employment, domestic concept - Total",measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_491279500b449ded2f92""]",run_5f8127cf8e6be829b1ac
term_09e1aee2eae3f6f961d2,"Ever-partnered women who have experienced violence by an intimate partner, by country of birth",measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_6bdff78c7bd5956aff72""]",run_5f8127cf8e6be829b1ac
term_9c16d79cea97b0714de5,Expenditure on education in constant prices,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_9ca5873dfb0e41e0d5c8""]",run_5f8127cf8e6be829b1ac
term_b1fb19c84fd17e2fd413,Expenditure on public educational institutions,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_3bbd79ce2f858c7a6a87""]",run_5f8127cf8e6be829b1ac
term_bf772c90f95cd422ec1d,Expenditure on public educational institutions - as % of total or current expenditure,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_ca9a3487054885a857c1""]",run_5f8127cf8e6be829b1ac
term_27f5a1f9c59e1b87dc68,Expenditure on road transport vehicles and road infrastructure,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_2f05573fd47fd8f1031e""]",run_5f8127cf8e6be829b1ac
term_46da92b563b9ffdccb55,Expenditure on rolling stock and railway infrastructure,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_6ca78a38a3433418f1e0""]",run_5f8127cf8e6be829b1ac
term_6e80a6ca3ae0ebf52856,Expenditure on social protection by type,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_4626e5652105e1a6cb36""]",run_5f8127cf8e6be829b1ac
term_a87ced2df78c51659769,Expenditure on social protection per inhabitant at constant prices,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_6e379af2e166acfe8e4f""]",run_5f8127cf8e6be829b1ac
term_30dd549a4d0eb8151b25,Expenditure on social protection per inhabitant in PPS,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_8b8986f52ddba0eaea94""]",run_5f8127cf8e6be829b1ac
term_0121d15f00fd5074d0bf,Expenditure on waterway transport infrastructure and freight vessels,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_2e60e4bb6e233202feb8""]",run_5f8127cf8e6be829b1ac
term_af395f1610bfa9afa413,Exports of goods - machinery and transport equipment,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_eefa8f395d18b1594df8""]",run_5f8127cf8e6be829b1ac
term_233266d63f959636da6c,Exports of goods and services in % of GDP,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_313625d77e3d8c31047b""]",run_5f8127cf8e6be829b1ac
term_f98c68c67133ddf86700,"External balance of goods and services, current prices",measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_007cb65eb02b9c764c10""]",run_5f8127cf8e6be829b1ac
term_f1ad67c786a97690fa75,Final consumption expenditure of households and non-profit institutions serving households - annual data,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_8e312b1f4907fa891669""]",run_5f8127cf8e6be829b1ac
term_115d903267dadba6da0f,"Final consumption expenditure of households and NPISH, current prices",measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_dea8ef4c0a90f282df60""]",run_5f8127cf8e6be829b1ac
term_5bd6cc28bc0c9ce94e30,"Final consumption expenditure of households and NPISH, volumes",measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_6e3f9d21bb8e110760ca""]",run_5f8127cf8e6be829b1ac
term_d1a57151199d56c5e07f,Financial aid to students by education level - as % of total public expenditure,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_1155f6065012042aa487""]",run_5f8127cf8e6be829b1ac
term_f3ae2a10579c3fbd217e,Foreign-born population,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_b12de16630c2906b3010""]",run_5f8127cf8e6be829b1ac
term_39de1f14cd5fe4b343a1,Freight and mail air transport (including national transport),measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_e90db48686abc5990769""]",run_5f8127cf8e6be829b1ac
term_5e2d8a28ef31383d28d4,Freight and mail air transport (including national transport) - ENP-South countries,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_6e394b25b5b551af6199""]",run_5f8127cf8e6be829b1ac
term_f354ea1081d17071b4ab,Freight and mail air transport over national territory (including territorial sea),measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_73a5227eec547f06f2e6""]",run_5f8127cf8e6be829b1ac
term_366e31423c1da3f1342b,GDP deflator,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_24b1db45813a07e07fe9""]",run_5f8127cf8e6be829b1ac
term_2c295ea215a5bc746b20,GDP per capita in PPS,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_ab325750047ba37f0a6e""]",run_5f8127cf8e6be829b1ac
term_a7f8640f667814e9fbfc,GDP weights used in the calculation of the global specific indicator,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_464f84d8643be992f321""]",run_5f8127cf8e6be829b1ac
term_2e238609443153c1dccf,Gender differences in the relative income of elderly people (65+),measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_1a64facce516b414ce06""]",run_5f8127cf8e6be829b1ac
term_99869cc8c80491bbbd12,Gender differences in the relative income of elderly people (65+) - EU-SILC survey,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_cfd8e19e648b96138500""]",run_5f8127cf8e6be829b1ac
term_38c1e42ad3a781b8ce27,Gender differences in the relative income of older people,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_72a0ef5f6b0be3f1fa4b""]",run_5f8127cf8e6be829b1ac
term_09a908de463198bdf18f,Gender differences in the relative income of older people - EU-SILC survey,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_e6e19ba9ec72ac374e50""]",run_5f8127cf8e6be829b1ac
term_922fd757dd8e2ece5c17,Gender employment gap,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_b67710f7bd2c8cf209f2""]",run_5f8127cf8e6be829b1ac
term_523b5db9b2693145b25e,Gender employment gap by degree of urbanisation,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_86515de1900fac3caf92""]",run_5f8127cf8e6be829b1ac
term_9718df264a1793a565c9,"Gender employment gap, by type of employment",measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_cc816a2af3982e2586f5""]",run_5f8127cf8e6be829b1ac
term_f36eb226e177a37eccaa,Gender gap in part-time employment,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_2c53883401544eb0f3f6""]",run_5f8127cf8e6be829b1ac
term_d568e02e14bc35c58cb8,General government employment,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_a05a667637c32962a2fa""]",run_5f8127cf8e6be829b1ac
term_e7c0eb872bd0448f567a,General government expenditure by function,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_c8fe58e4572ae533ed58""]",run_5f8127cf8e6be829b1ac
term_537dee1205ecb32bbdaa,General government total expenditure on law courts,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_d99b0d3e1fdd8bfe1717""]",run_5f8127cf8e6be829b1ac
term_3a96181f535cf675fed7,Generation of waste excluding major mineral wastes per GDP unit,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_2f039029ec990b0ef850""]",run_5f8127cf8e6be829b1ac
term_87a753574448dc6084bb,Gini coefficient of equivalised disposable income,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_2b112d7082056cf8ab23""]",run_5f8127cf8e6be829b1ac
term_0e2307e31f6b17f4428d,Gini coefficient of equivalised disposable income before social transfers (pensions excluded from social transfers),measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_2ee48ebc75e6cd991609""]",run_5f8127cf8e6be829b1ac
term_5b8a86d13344cbd5b242,Gini coefficient of equivalised disposable income before social transfers (pensions included in social transfers),measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_8b090dd4fe631014471c""]",run_5f8127cf8e6be829b1ac
term_577b998e77e6ecacb649,Gini coefficient of equivalised disposable income by age,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_51b2068453d268213386""]",run_5f8127cf8e6be829b1ac
term_fc07b47631d01b3c08c3,Gini coefficient on household population,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_009719c8e9a730ada7d2""]",run_5f8127cf8e6be829b1ac
term_48f8ab7f344df9f62f58,Gini coefficient on household population - experimental statistics,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_d8669d17b582f62122b8""]",run_5f8127cf8e6be829b1ac
term_7c7d663e6be11fcca38d,Goods road transport enterprises by employment size classes,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_9474fb98f1a68226a14a""]",run_5f8127cf8e6be829b1ac
term_6f657ad56da603744e65,Goods road transport enterprises by number of vehicles,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_492f0925d2895c749f48""]",run_5f8127cf8e6be829b1ac
term_a8781b86da3b752f69bd,Goods transport by rail,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_a9a479d53d674a5b0d5b""]",run_5f8127cf8e6be829b1ac
term_83f4130ed4f379e5ebf9,Goods transport by road,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_1c6422094d8f3fe633ee""]",run_5f8127cf8e6be829b1ac
term_454b60d6038aeaf7dfdf,Goods transport by waterways,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_dfecc2ff81e20a096aba""]",run_5f8127cf8e6be829b1ac
term_047c9239143df8136f91,Goods transported,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_b2000a12ad6137d53015""]",run_5f8127cf8e6be829b1ac
term_1575199f961fd6cde6d7,Goods transported (detailed reporting only ),measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_617f51fc60e8b4ca28bc""]",run_5f8127cf8e6be829b1ac
term_f68670e75aff7b03543b,Goods transported (detailed reporting only ) - quarterly data,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_536334f3a08513d80a8c""]",run_5f8127cf8e6be829b1ac
term_7abc3292942090afa980,Goods transported by rail,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_99fe970fa19897c2756d""]",run_5f8127cf8e6be829b1ac
term_57558496f0fd3ea26847,Goods transported by rail - ENP-East countries,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_772e9192ed6de46b2c2b""]",run_5f8127cf8e6be829b1ac
term_7b36a7699313ac1e7386,Goods transported by type of consignment,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_3470a2531d6d4293a874""]",run_5f8127cf8e6be829b1ac
term_3dfd8e54220a5a7f4b4c,"Government final consumption expenditure, current prices",measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_34f1d4ef55caa9a39f56""]",run_5f8127cf8e6be829b1ac
term_a3b5edd80874bf518515,"Government final consumption expenditure, volumes",measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_15c9dcd7a70b9f2e168c""]",run_5f8127cf8e6be829b1ac
term_000d0c45492699547811,Government support to agricultural research and development,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_de7d7611ebf42c7e94bd""]",run_5f8127cf8e6be829b1ac
term_c09913cf45bdb5830bad,Graduates at doctoral level by sex and age groups - per 1000 of population aged 25-34,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_4f06b1d80d8635ed26de""]",run_5f8127cf8e6be829b1ac
term_75f99b8a1b5911e78516,"Graduates at doctoral level, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 25-34",measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_7da133760c7995fce964""]",run_5f8127cf8e6be829b1ac
term_b86ab4699fecadbd4c05,"Grain maize and corn-cob-mix by area, production and humidity",measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_e16f3822f3571b76bd5c""]",run_5f8127cf8e6be829b1ac
term_a42f6f49f0d22fbc8143,Grapes by production,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_dccbcc750072a793374d""]",run_5f8127cf8e6be829b1ac
term_9f5d8553695db4a24cad,"Green maize by area, production and humidity",measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_ad80a6c7333b6c435346""]",run_5f8127cf8e6be829b1ac
term_0e3fb5e8571efdb988ec,Greenhouse gases emissions from production activities,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_ae9f11f8973188ece8e9""]",run_5f8127cf8e6be829b1ac
term_ffaf9a30e0d7a69ee461,Gross debt-to-income ratio of households,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_15cf40bd6e30a453b23d""]",run_5f8127cf8e6be829b1ac
term_49db7acc54bc2943fa50,Gross disposable income,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_1b7269e43cf395c51854""]",run_5f8127cf8e6be829b1ac
term_03fbe91d9fb3780da7f3,Gross domestic expenditure on R&D (GERD),measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_f0a391a4210adfb3c367""]",run_5f8127cf8e6be829b1ac
term_e147987d892497288288,Gross domestic expenditure on R&D (GERD) - ENP-East countries,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_312376981f0edbe3d1c9""]",run_5f8127cf8e6be829b1ac
term_157213bbb658b7604c19,Gross domestic expenditure on research and development (R&D),measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_b051b15bab84d0e80cf5""]",run_5f8127cf8e6be829b1ac
term_9f55fe8d95776762c3e3,Gross domestic product at market prices - ENP-East countries,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_82fc6d35365e653cdabd""]",run_5f8127cf8e6be829b1ac
term_930c45421b51de6645cd,Gross domestic product at market prices - ENP-South countries,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_d1cef5211afe8298fdfe""]",run_5f8127cf8e6be829b1ac
term_cec938ba052542d9d4b6,Gross domestic product at market prices by expenditure,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_75745eb8e8cc25b18428"", ""occ_c9bdf6f0a238fce49ff6""]",run_5f8127cf8e6be829b1ac
term_3300b84d8d1e1cbc3fa4,Gross domestic product at market prices by expenditure - ENP-East countries,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_299b67cf97a97afb74f2""]",run_5f8127cf8e6be829b1ac
term_dc071a8bc9f2763851ec,Gross domestic product at market prices by expenditure - ENP-South countries,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_9b72a2919134950ae9ec""]",run_5f8127cf8e6be829b1ac
term_8c80a20920007a0c2a77,"Gross domestic product, current prices",measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_ae02dc2f129e1b429a79""]",run_5f8127cf8e6be829b1ac
term_b28f611947fbb9543e41,"Gross domestic product, volumes",measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_1b5753fe2c5edf26f04c""]",run_5f8127cf8e6be829b1ac
term_b909730e54c564d77499,Gross fixed capital formation at current prices,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_11ad8583ca63f1074074""]",run_5f8127cf8e6be829b1ac
term_aa4e3596e1241a2aafa1,"Gross fixed capital formation, current prices",measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_659c19818870f471fb29""]",run_5f8127cf8e6be829b1ac
term_54a3bcdbf8f08629560f,Gross national income,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_2ec1798d556dbdfa6fa6""]",run_5f8127cf8e6be829b1ac
term_dabaa8001f873ce3c478,Gross national income (GNI) per capita,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_9c9ebc773b9f4ca45136""]",run_5f8127cf8e6be829b1ac
term_523720a52ca07c570e36,Gross value added - NACE Rev. 2: - current prices,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_d69e2d77dd94b588d592""]",run_5f8127cf8e6be829b1ac
term_de1275695e85a9ad231b,Gross value added - NACE Rev. 2: - volumes,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_2152786c1a52ad99f16c""]",run_5f8127cf8e6be829b1ac
term_1b36ae99c8e59f36e985,Gross value added - NACE Rev. 2: A - current prices,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_c41bece5472e93e5d1a3""]",run_5f8127cf8e6be829b1ac
term_284c77bb50fa6394ff34,Gross value added - NACE Rev. 2: A - volumes,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_ace1b263291f020a0e8b""]",run_5f8127cf8e6be829b1ac
term_e627eb2b6cef0cf15347,Gross value added - NACE Rev. 2: B-E - current prices,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_7304097929e43d5dfb37""]",run_5f8127cf8e6be829b1ac
term_b02ae624a643197bb062,Gross value added - NACE Rev. 2: B-E - volumes,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_48f2767cd94062dcb64b""]",run_5f8127cf8e6be829b1ac
term_8cddf207ccad91a60de9,Gross value added - NACE Rev. 2: C - current prices,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_d9af56e7807b701289d1""]",run_5f8127cf8e6be829b1ac
term_43b3e9a5541c91515e12,Gross value added - NACE Rev. 2: C - volumes,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_423ab5dd4e8d9dbb7aea""]",run_5f8127cf8e6be829b1ac
term_aa9dcb3b1b5e3cb0f0d6,Gross value added - NACE Rev. 2: F - current prices,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_b1117268c547fdb1d746""]",run_5f8127cf8e6be829b1ac
term_bca0c3b7c19ae02f790f,Gross value added - NACE Rev. 2: F - volumes,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_9d21b61dcdc11cd5bff4""]",run_5f8127cf8e6be829b1ac
term_ce2cdc7f7b3486cc640f,Gross value added - NACE Rev. 2: G-I - current prices,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_b7f70c260fb0f39b9c30""]",run_5f8127cf8e6be829b1ac
term_4a7ca24e09ef4e55de2f,Gross value added - NACE Rev. 2: G-I - volumes,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_10d3dc4422b74418a121""]",run_5f8127cf8e6be829b1ac
term_120e767f33d49114efb9,Gross value added - NACE Rev. 2: J - current prices,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_f900942e94cef6d0f0fb""]",run_5f8127cf8e6be829b1ac
term_f9712695721fec6734d3,Gross value added - NACE Rev. 2: J - volumes,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_fd2a7a5798c2ad8aab89""]",run_5f8127cf8e6be829b1ac
term_132a92984b672ddddfbe,Gross value added - NACE Rev. 2: K - current prices,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_23cf0d95ea62d6c76f56""]",run_5f8127cf8e6be829b1ac
term_d9fb3aeefcbd7e2f796a,Gross value added - NACE Rev. 2: K - volumes,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_4cf3000868b21fd67867""]",run_5f8127cf8e6be829b1ac
term_7f231a9b7cbedf86f343,Gross value added - NACE Rev. 2: L - current prices,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_e20f0480fcbf2465054c""]",run_5f8127cf8e6be829b1ac
term_8d79218e8970c663f49b,Gross value added - NACE Rev. 2: L - volumes,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_328b6228bc8a75e8b4b9""]",run_5f8127cf8e6be829b1ac
term_6b43fbddf11cc0d86ec7,Gross value added - NACE Rev. 2: M_N - current prices,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_d206a9b91c5018cccb87""]",run_5f8127cf8e6be829b1ac
term_6a4b2ac0d5193a131324,Gross value added - NACE Rev. 2: M_N - volumes,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_47412dda18d8326bd892""]",run_5f8127cf8e6be829b1ac
term_45e5d4ea6d3cfabd1255,Gross value added - NACE Rev. 2: O-Q - current prices,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_cb457eebbd911c693afe""]",run_5f8127cf8e6be829b1ac
term_904fdc9e8e59b47185f3,Gross value added - NACE Rev. 2: O-Q - volumes,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_45c8bfd8afad73044c69""]",run_5f8127cf8e6be829b1ac
term_2a7c2482523dd275c758,Gross value added - NACE Rev. 2: R-U - current prices,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_e084e5283f8f73fafe4e""]",run_5f8127cf8e6be829b1ac
term_05a5d4d4a9fe9df881fb,Gross value added - NACE Rev. 2: R-U - volumes,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_483bc6c6d34e3adc003f""]",run_5f8127cf8e6be829b1ac
term_7b14b367f153f0478857,Gross value added by industry,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_4bb11a988269112dba60"", ""occ_679f4cc07a9cd90d3e9a""]",run_5f8127cf8e6be829b1ac
term_df1a5ad7a443268181aa,Gross value added by industry - ENP-East countries,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_7d1f6afae9fddb20c968""]",run_5f8127cf8e6be829b1ac
term_9fbaa45e3349ea71692d,Gross value added by industry - ENP-South countries,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_fe49b6feb0058dbb1db3""]",run_5f8127cf8e6be829b1ac
term_07eb873c84a3b89ea386,Gross value added in environmental goods and services sector,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_abc0dbd4f982a0486c3d""]",run_5f8127cf8e6be829b1ac
term_38c663b569ebe677c2d6,Gross value added of the agricultural industry,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_32c188c3ed6692705634""]",run_5f8127cf8e6be829b1ac
term_fb061a2388528d4de67d,Gross value added of the agricultural industry - basic and producer prices,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_5b57ecb874eef1dc74ad""]",run_5f8127cf8e6be829b1ac
term_77db762d503f8c2112f8,Gross weight of dry bulk goods transported in short sea shipping from/to the top 5 EU ports for dry bulk goods,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_36c6932bfade4795568d""]",run_5f8127cf8e6be829b1ac
term_684770e20fcc03635ea1,Gross weight of goods in containers transported in short sea shipping from/to the top 5 EU ports for goods in containers,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_8f847478aafa82ac0033""]",run_5f8127cf8e6be829b1ac
term_9cedd100584c1a2e3c09,Gross weight of goods in Ro-ro units transported in short sea shipping from/to the top 5 EU ports for goods in Ro-ro units,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_c1b571bcd7906e276fb7""]",run_5f8127cf8e6be829b1ac
term_f05dc66b43a245fd67c2,gross weight of goods transported to/from main ports,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_3c8c1b4a5f92883b3fa2""]",run_5f8127cf8e6be829b1ac
term_4888eefe70fe4ed02e10,"gross weight of goods transported to/from main ports, by direction",measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_b0c0c421fb034a207468""]",run_5f8127cf8e6be829b1ac
term_eb450627122a1664dc13,"gross weight of goods transported to/from main ports, by type of cargo for each sea region of partner ports",measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_748ae9c83f66ed3dd8fb""]",run_5f8127cf8e6be829b1ac
term_e6cd08c5e530a7d55c17,Gross weight of liquid bulk goods transported in short sea shipping from/to the top 5 EU ports for liquid bulk goods,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_7cba52314f2e8ba1ebc1""]",run_5f8127cf8e6be829b1ac
term_3dbc7e5444fb23d6d899,Harmonised risk indicator 1 for pesticides by categorisation of active substances,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_55bfe0c670345e67ed34""]",run_5f8127cf8e6be829b1ac
term_b28741ef4ee8a1420a20,Health care expenditure,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_ec022bce8478ca79bf2b""]",run_5f8127cf8e6be829b1ac
term_7a46a9a0691b4a23f53b,Health care expenditure - % of GDP - ENP-East countries,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_79cf1b473c0eea02e3e8""]",run_5f8127cf8e6be829b1ac
term_8c0da67ed1006687b002,Healthy life years at birth by sex,measure,0.88,local-hybrid,True,title evidence with measure lexical cue,"[""occ_cf887005960b9b22e6e2"", ""occ_d29f59311ddcc641426a""]",run_5f8127cf8e6be829b1ac
