term_id,canonical_term,category,confidence,variant,protected,evidence,occurrence_ids_json,run_id
term_aef93d1a3d3e0e011769,Consumption of chemicals by hazardousness,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_41c541fac4dded37d78d""]",run_cf189fe93ed005701355
term_972ffa9f506d762f59b0,Consumption of chemicals by hazardousness - EU aggregate,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_20cd09863907df3941c0""]",run_cf189fe93ed005701355
term_4a0b669ccf7ca7ca2794,Consumption of lightweight plastic carrier bags by their wall thickness,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_cf3d2aee69757e8c92bd""]",run_cf189fe93ed005701355
term_6150cd2caa8f4a04c46e,Container transport by type of goods and coverage,measure,0.88,local-hybrid,True,title evidence with measure lexical cue; local model skipped because gold labels are pending,"[""occ_6c3a3321244aa616c325""]",run_cf189fe93ed005701355
term_0598f14913cb0db81a4f,Contribution of recycled materials to raw materials demand,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_c44f533fd63cfb60a605""]",run_cf189fe93ed005701355
term_a0e8c0ddd179e3a19198,Contribution of recycled materials to raw materials demand - end-of-life recycling input rates (EOL-RIR),measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_aecbcaea5957d6ad94fa""]",run_cf189fe93ed005701355
term_f9ba2eee056d22e1e0e8,Contribution to the international 100bn USD commitment on climate related expending,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_5554d4e66515eae0d70a""]",run_cf189fe93ed005701355
term_12b40533e32d7a6f52b4,Convergence indicators,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_b3a5cac45883c3fce9ff""]",run_cf189fe93ed005701355
term_ee59200637a732128219,Conversion factors for euro fixed series into euro/ECU,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_22dc86e06c05bbf68c59""]",run_cf189fe93ed005701355
term_1ec0217a61f09c7dfa21,Conversion factors for euro fixed series into euro/ECU - annual data,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_910ab6764007f6d5a55d""]",run_cf189fe93ed005701355
term_61a1bb589e9bb657db54,Cooling and heating degree days by country,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_620f5b6db2212b5d2a74""]",run_cf189fe93ed005701355
term_87a9add98115ffb1e4fd,Cooling and heating degree days by country - annual data,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_14f3420c096f9e278ffb""]",run_cf189fe93ed005701355
term_ec45e4873e78f8a16eaa,Correction coefficients in the European Union (Countries),measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_a3b5f5a277e99ccd7810""]",run_cf189fe93ed005701355
term_c6657a4a11009e5e79bb,Correction coefficients in the European Union (Countries) - index (= 100),measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_dbe7f0ea86ebfe09606c""]",run_cf189fe93ed005701355
term_b6f8218fad51cd6a79cf,Correction coefficients in the European Union (Duty stations),measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_ac4da578b5dc76eb3e97""]",run_cf189fe93ed005701355
term_49d605a634478791fba3,Correction coefficients in the European Union (Duty stations) - index (Brussels = 100),measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_3d599edd02595e6c6f47""]",run_cf189fe93ed005701355
term_94d830dd2f96160ae9f5,Correction coefficients outside the European Union (Duty stations),measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_3e82576f3210267f407a""]",run_cf189fe93ed005701355
term_ec270f0bf803b6b2ea3c,Correction coefficients outside the European Union (Duty stations) - index (Brussels = 100),measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_727c2465f804a733618b""]",run_cf189fe93ed005701355
term_48fdfa308fb5fb182b6f,Corruption Perceptions Index,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_4bc7ac06279c6989d44b""]",run_cf189fe93ed005701355
term_267c270a46e8911fbb8b,Country level - gross weight of goods handled in all ports,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_b10178d4874757ae32e6""]",run_cf189fe93ed005701355
term_eeb74df36ec781cf531c,Country level - gross weight of goods handled in main ports,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_f60167f6598cca227e83""]",run_cf189fe93ed005701355
term_027275b4917a775d06d1,Country level - gross weight of goods transported to/from main ports,measure,0.88,local-hybrid,True,title evidence with measure lexical cue; local model skipped because gold labels are pending,"[""occ_3fef920e4b4c6091f442""]",run_cf189fe93ed005701355
term_1e44a9cf2afda0f39366,Country level - passengers embarked and disembarked in all ports,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_27256173a267465e361f""]",run_cf189fe93ed005701355
term_d315172e3c651816ba37,"Country level - volume (in TEUs) of containers handled in main ports, by loading status",measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_d15e0e8897d83b7910db""]",run_cf189fe93ed005701355
term_69d05ad442154c828ac3,cow's milk,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_f938aa1cc9bfdb5623e7""]",run_cf189fe93ed005701355
term_ac49c8d4bf9ebe2ab58f,Crimes recorded by the police - homicide in cities,measure,0.88,local-hybrid,True,title evidence with measure lexical cue; local model skipped because gold labels are pending,"[""occ_d97d5f85c313a5a77fdf""]",run_cf189fe93ed005701355
term_6e2e4c4d0b41309019a9,Crop output,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_844b8e1ac047c2deb5a6""]",run_cf189fe93ed005701355
term_112b7bcba889c2543790,Crop output - basic and producer prices,measure,0.88,local-hybrid,True,title evidence with measure lexical cue; local model skipped because gold labels are pending,"[""occ_8daac879fbe24cfd64cc""]",run_cf189fe93ed005701355
term_484236517c42f3ecd18f,Crop production - ENP-East countries,measure,0.88,local-hybrid,True,title evidence with measure lexical cue; local model skipped because gold labels are pending,"[""occ_9d378f86402735c71fcc""]",run_cf189fe93ed005701355
term_e9ef238b028627dd77c4,Crop production - ENP-South countries,measure,0.88,local-hybrid,True,title evidence with measure lexical cue; local model skipped because gold labels are pending,"[""occ_9731dcadaf142d5e4512""]",run_cf189fe93ed005701355
term_99e1529e4e89f9c36b6e,"Crude rate of birth, of dead and of population change",measure,0.88,local-hybrid,True,title evidence with measure lexical cue; local model skipped because gold labels are pending,"[""occ_8593896ef881b89db663""]",run_cf189fe93ed005701355
term_0aaad1fb739644538df7,"Crude rate of birth, of dead and of population change - ENP-South countries",measure,0.88,local-hybrid,True,title evidence with measure lexical cue; local model skipped because gold labels are pending,"[""occ_ed153bd4f799f587999e""]",run_cf189fe93ed005701355
term_5b656d79774bfea6beda,"crude rates of total change, natural change and net migration plus adjustment",measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_1cc7b1a1416f37cb0519""]",run_cf189fe93ed005701355
term_1e90b7c1d9857b0b43e2,Cultural employment by sex,measure,0.88,local-hybrid,True,title evidence with measure lexical cue; local model skipped because gold labels are pending,"[""occ_0c7c251f816d02679ea2""]",run_cf189fe93ed005701355
term_b3c63a2649507ac669f8,Current account balance - 3 year average,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_9f0d160fab71a6e71ec0""]",run_cf189fe93ed005701355
term_b7d58596885dbf86ac1b,Current account balance - annual data,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_c6e962b421fe247083cb""]",run_cf189fe93ed005701355
term_08b5c5530412b562c45b,"Current account transactions - credits, debits and balance",measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_4cb5351d05f351842a08""]",run_cf189fe93ed005701355
term_f0483572e368fe34efe5,"Current account transactions - goods: credits, debits and balance",measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_a5bcb7bac155a6016d22""]",run_cf189fe93ed005701355
term_c46d3ef2aa9824c586e8,"Current account transactions - primary income: credits, debits and balance",measure,0.88,local-hybrid,True,title evidence with measure lexical cue; local model skipped because gold labels are pending,"[""occ_5588605db54edf25987f""]",run_cf189fe93ed005701355
term_f216ac3c2bf81bef68a4,"Current account transactions - secondary income: credits, debits and balance",measure,0.88,local-hybrid,True,title evidence with measure lexical cue; local model skipped because gold labels are pending,"[""occ_bff04f617679b0e49615""]",run_cf189fe93ed005701355
term_de84e6e45b0a6cab3d3c,"Current account transactions - services: credits, debits and balance",measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_80d98b42a0b127c2c085""]",run_cf189fe93ed005701355
term_90505e09ab31ef62c84b,current and capital account,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_ec0dadd170ab63539536""]",run_cf189fe93ed005701355
term_9b4a320bb3cb41de9d54,Current level of capacity utilization in manufacturing industry,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_e1a2d97bcf30639dcdc6""]",run_cf189fe93ed005701355
term_06805613d2075f44c3ed,current prices,measure,0.88,local-hybrid,True,title evidence with measure lexical cue; local model skipped because gold labels are pending,"[""occ_2a3fe43b920fdff5ecb0"", ""occ_3090d7266ac99bd3d4a9"", ""occ_3be4faafa9076c7ff322"", ""occ_5993b0ce993d55a104c5"", ""occ_62fba27a7e6167c42393"", ""occ_77b49f474a004c115639"", ""occ_7c36156788399e0bd8eb"", ""occ_86a62e7415bb9659e067"", ""occ_cf74dedde48d8af3db19"", ""occ_df30f81d1c867fc257cf"", ""occ_e16e97686400b64d86e8"", ""occ_fdfbc2e693f8c16d8072""]",run_cf189fe93ed005701355
term_dd6b8afb8b6d002c5b84,Customers by type of district network and efficiency of network,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_c7581e6d6b8ffb457a94""]",run_cf189fe93ed005701355
term_2c8ccd81be91737ed0c3,Czech Republic,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_174fc7932d1234678e27""]",run_cf189fe93ed005701355
term_23759d58cbb76569cc87,Day-to-day money market interest rates,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_764a577460dba8312143""]",run_cf189fe93ed005701355
term_4f8500707112a06de1ef,Day-to-day rates for euro area countries - annual data,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_6b211eaacd8da29820db""]",run_cf189fe93ed005701355
term_ff44a431ef112b48013d,Day-to-day rates for euro area countries - quarterly data,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_28b44808cadd232179b5""]",run_cf189fe93ed005701355
term_ee0af25bc9926a37804a,DDD,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_0acd164b7fcf651aa4e3""]",run_cf189fe93ed005701355
term_101e60ee5f0f430737e5,"Death due to accidents, by sex",measure,0.88,local-hybrid,True,title evidence with measure lexical cue; local model skipped because gold labels are pending,"[""occ_4e8ae24d7d6afd53d294""]",run_cf189fe93ed005701355
term_956ee1e95cb224363643,"Death due to AIDS (HIV-disease), by sex",measure,0.88,local-hybrid,True,title evidence with measure lexical cue; local model skipped because gold labels are pending,"[""occ_2fa48a96c06a0148bca6""]",run_cf189fe93ed005701355
term_76957f17efd94e0cea36,"Death due to alcoholic abuse, by sex",measure,0.88,local-hybrid,True,title evidence with measure lexical cue; local model skipped because gold labels are pending,"[""occ_a0293f94f3977adf46e1""]",run_cf189fe93ed005701355
term_94b6765642dac6f6949f,"Death due to cancer, by sex",measure,0.88,local-hybrid,True,title evidence with measure lexical cue; local model skipped because gold labels are pending,"[""occ_7d90efc98110b2b7868e""]",run_cf189fe93ed005701355
term_917e54b71e6c2b9e56cf,"Death due to chronic liver disease, by sex",measure,0.88,local-hybrid,True,title evidence with measure lexical cue; local model skipped because gold labels are pending,"[""occ_18c82ed334acc32f4c3d""]",run_cf189fe93ed005701355
term_eeb6980f51c7d56fc3f4,"Death due to diabetes mellitus, by sex",measure,0.88,local-hybrid,True,title evidence with measure lexical cue; local model skipped because gold labels are pending,"[""occ_1bf706b8e262945477f4""]",run_cf189fe93ed005701355
term_00b72c6e5deff8c38d7c,"Death due to diseases of the nervous system, by sex",measure,0.88,local-hybrid,True,title evidence with measure lexical cue; local model skipped because gold labels are pending,"[""occ_45ebf642021871edc490""]",run_cf189fe93ed005701355
term_399d10eefab967a56ee1,"Death due to drugs dependence, by sex",measure,0.88,local-hybrid,True,title evidence with measure lexical cue; local model skipped because gold labels are pending,"[""occ_63cd87de4891397186a2""]",run_cf189fe93ed005701355
term_d2dca023ba00e51db540,"Death due to homicide, assault, by sex",measure,0.88,local-hybrid,True,title evidence with measure lexical cue; local model skipped because gold labels are pending,"[""occ_797896c8eebb2b579b42""]",run_cf189fe93ed005701355
term_57d1f644eb4f567ee35e,"Death due to other ischaemic heart diseases, by sex",measure,0.88,local-hybrid,True,title evidence with measure lexical cue; local model skipped because gold labels are pending,"[""occ_5eaf124b69b56d577876""]",run_cf189fe93ed005701355
term_16db44a8101ea3aaa4f2,"Death due to pneumonia, by sex",measure,0.88,local-hybrid,True,title evidence with measure lexical cue; local model skipped because gold labels are pending,"[""occ_a3f1faa45612dfd7a962""]",run_cf189fe93ed005701355
term_a328ea1f4752a941f146,"Death due to suicide, by sex",measure,0.88,local-hybrid,True,title evidence with measure lexical cue; local model skipped because gold labels are pending,"[""occ_c79aee8aabcf9d311bfa""]",run_cf189fe93ed005701355
term_5849d9c0db41e7b9acb9,"Death due to transport accidents, by sex",measure,0.88,local-hybrid,True,title evidence with measure lexical cue; local model skipped because gold labels are pending,"[""occ_3ff29694c6226a08e636""]",run_cf189fe93ed005701355
term_4ac219ee67cfb6b290fb,Deaths and crude death rate,measure,0.88,local-hybrid,True,title evidence with measure lexical cue; local model skipped because gold labels are pending,"[""occ_3d2d0d7378c77d45a1a2""]",run_cf189fe93ed005701355
term_92edf6d2724d27c3b16d,Deaths by sex,measure,0.88,local-hybrid,True,title evidence with measure lexical cue; local model skipped because gold labels are pending,"[""occ_5b12a81aef8bc646b51e""]",run_cf189fe93ed005701355
term_137e8305fffe057d3255,Deaths of residents related to dementias including Alzheimer,measure,0.88,local-hybrid,True,title evidence with measure lexical cue; local model skipped because gold labels are pending,"[""occ_7315d22adca28f0af675""]",run_cf189fe93ed005701355
term_2fe7cddaf6b900bf1703,Debt of the EU institutions,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_49873ca6a49545a65e0a""]",run_cf189fe93ed005701355
term_0bff3065c8d1a3c64529,Debts,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_18a4f284ed6477cddb0e""]",run_cf189fe93ed005701355
term_f335ca95eddccdc8403f,Decisions granting temporary protection by citizenship,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_c64dca875c632a400786""]",run_cf189fe93ed005701355
term_f41900e17664dcd50447,dedicated data collection,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_934d5aed931b9ec1bbd0""]",run_cf189fe93ed005701355
term_2cc90d996a949a792cf9,defined daily doses (DDD) per day,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_cfce2426726c6565aa2c""]",run_cf189fe93ed005701355
term_d67310d530f06cf4ff67,deflated turnover,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_21c8b90475ae179ff5e0""]",run_cf189fe93ed005701355
term_fcfcdda77bcc15f82b76,Demographic indicators,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_fbe7a7ca12f203b04ed0""]",run_cf189fe93ed005701355
term_f9ddf099c28bbeb166c1,Departures of residents going abroad for all holidays and business - ENP-East countries,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_5f85adad38b98e9af1b1""]",run_cf189fe93ed005701355
term_bffa3262aa1720814b47,Departures of residents going abroad for all holidays and business - ENP-South countries,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_b528b604e1ab1bffe2f0""]",run_cf189fe93ed005701355
term_dda5e40b651bbccf6933,Depth of material deprivation,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_4287eb43364982d053ce""]",run_cf189fe93ed005701355
term_6c50c8f06cce6a349241,Depth of material deprivation - EU-SILC survey,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_38ec7fa96accc6719dd9""]",run_cf189fe93ed005701355
term_c243e08167212380b020,detailed reporting only,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_47b97fc91151fd3fe9ad""]",run_cf189fe93ed005701355
term_d2d3af7f0ef9a3518fdb,Direct investment,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_89a7a5a95180008c8fb0""]",run_cf189fe93ed005701355
term_6ed05af438e18e343343,"Direct investment - annual data, million units of national currency",measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_4956b469c400d4b5ecef""]",run_cf189fe93ed005701355
term_bb1b60458c7200341d6b,"Direct investment abroad, main components",measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_18265331a2d720698735""]",run_cf189fe93ed005701355
term_a0eb7c31ab198509a8e6,"Direct investment abroad, main components - annual data, million units of national currency",measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_cc3989ca919ed21e99ad""]",run_cf189fe93ed005701355
term_10d84d61e63c4c25a8ea,Direct investment liabilities (flows),measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_6c658cb3be62be6a4835""]",run_cf189fe93ed005701355
term_6c28e669b8ae9b75d28b,"Direct investment liabilities (flows) - annual data, % of GDP",measure,0.88,local-hybrid,True,title evidence with measure lexical cue; local model skipped because gold labels are pending,"[""occ_78bbfe1602a1cdc091f9""]",run_cf189fe93ed005701355
term_bb66a4e6a73ba363b8b1,Direct investment liabilities (stocks),measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_60fef9ef0131d745275f""]",run_cf189fe93ed005701355
term_83264f46823288d5d1e9,"Direct investment liabilities (stocks) - annual data, % of GDP",measure,0.88,local-hybrid,True,title evidence with measure lexical cue; local model skipped because gold labels are pending,"[""occ_15dc1d726caa4ab1f4d0""]",run_cf189fe93ed005701355
term_83d34ba5d81be5a0203c,Disaggregated final energy consumption in services,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_4b897f9c305ab87760e1""]",run_cf189fe93ed005701355
term_cbede49ad2cdb0d46a62,Disaggregated final energy consumption in services - calorific values,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_77ba49eca6174147ea57""]",run_cf189fe93ed005701355
term_5f687e0515cf65d7e74a,Discharges from hospitals,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_1df08ffc804cea8d0119""]",run_cf189fe93ed005701355
term_80b5ab22dea335cf3afa,Disparities in adjusted gross disposable income of households per capita,measure,0.88,local-hybrid,True,title evidence with measure lexical cue; local model skipped because gold labels are pending,"[""occ_1a6233a9125c80f3b5de""]",run_cf189fe93ed005701355
term_b292535aa5c5b7307f1a,Dispersion around the at-risk-of-poverty threshold,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_9353ba3758464820511f""]",run_cf189fe93ed005701355
term_d6fb51cbc0ba0a9deec6,Dispersion around the at-risk-of-poverty threshold - EU-SILC survey,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_e8423b882e6a13dc3577""]",run_cf189fe93ed005701355
term_c00e3cbf486f8e4d5397,Dispersion around the at-risk-of-poverty threshold for elderly people,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_4c4c5a8bd3c52fb9e05e""]",run_cf189fe93ed005701355
term_e9f7abceaea25bc02422,Dispersion around the at-risk-of-poverty threshold for elderly people - EU-SILC survey,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_ded8909e9c330072c7b7""]",run_cf189fe93ed005701355
term_95b8178020896fefdfb0,Distribution by occupation (ISCO-08) of the labour market demand for ICT specialists in online job advertisements,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_8e403c5fd6b611ac501f""]",run_cf189fe93ed005701355
term_7461bb9f764b8499648f,Distribution by occupation (ISCO-08) of the labour market demand for ICT specialists in online job advertisements - experimental statistics,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_18673d88fb172d4d036b""]",run_cf189fe93ed005701355
term_0a6bea2a030249ecf0aa,Distribution of digital platform workers (at least one hour in the last month) by consequences of rejecting the task or service,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_0e028384c742f3931579""]",run_cf189fe93ed005701355
term_9792932f28b505c2caf9,Distribution of digital platform workers (at least one hour in the last month) by consequences of rejecting the task or service - experimental statistics,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_e8107873b50f1e42fba7""]",run_cf189fe93ed005701355
term_450ba1c87b2efba39f1a,Distribution of digital platform workers (at least one hour in the last month) by educational attainment level,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_d41084d95580e0ee765c""]",run_cf189fe93ed005701355
term_4dfbc4257bdf3c725597,Distribution of digital platform workers (at least one hour in the last month) by educational attainment level - experimental statistics,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_5ef6cc33c3fab2c7ad32""]",run_cf189fe93ed005701355
term_7eb0d4a5192079b09254,Distribution of digital platform workers (at least one hour in the last month) by labour status,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_9757fbb59ac0c50088f1""]",run_cf189fe93ed005701355
term_44484074f2e7306a8637,Distribution of digital platform workers (at least one hour in the last month) by labour status - experimental statistics,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_3cce7054885389566969""]",run_cf189fe93ed005701355
term_4c7e35d1efbd7315d86c,Distribution of digital platform workers (at least one hour in the last month) by price setting,measure,0.88,local-hybrid,True,title evidence with measure lexical cue; local model skipped because gold labels are pending,"[""occ_1acb4d0ae43d89fd73f4""]",run_cf189fe93ed005701355
term_0a5f811862a59c07d79f,Distribution of digital platform workers (at least one hour in the last month) by price setting - experimental statistics,measure,0.88,local-hybrid,True,title evidence with measure lexical cue; local model skipped because gold labels are pending,"[""occ_c2bf976f37da066d2aae""]",run_cf189fe93ed005701355
term_d0cf9392077626f22315,Distribution of digital platform workers (at least one hour in the last month) by share of platform income in their earnings,measure,0.88,local-hybrid,True,title evidence with measure lexical cue; local model skipped because gold labels are pending,"[""occ_780fb7aad1fc5a791e43""]",run_cf189fe93ed005701355
term_caa6309ffcec0ffa87e1,Distribution of digital platform workers (at least one hour in the last month) by share of platform income in their earnings - experimental statistics,measure,0.88,local-hybrid,True,title evidence with measure lexical cue; local model skipped because gold labels are pending,"[""occ_aacf3914ee906186df60""]",run_cf189fe93ed005701355
term_59072560a2bffa4ade78,Distribution of digital platform workers (at least one hour in the last month) by social insurance coverage and risk,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_917e316dfa034d945892""]",run_cf189fe93ed005701355
term_b2c1e1d084acef852366,Distribution of digital platform workers (at least one hour in the last month) by social insurance coverage and risk - experimental statistics,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_f50a04ed9270e288c149""]",run_cf189fe93ed005701355
term_60ed632bddc4b4e5677c,Distribution of digital platform workers (at least one hour in the last month) by type of work assignment,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_8ddd14cf762c4dd034d4""]",run_cf189fe93ed005701355
term_436ded31f30e2c350917,Distribution of digital platform workers (at least one hour in the last month) by type of work assignment - experimental statistics,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_c07d3ee9a6d2c7babbb8""]",run_cf189fe93ed005701355
term_de3ecf1e1eff6386f48c,Distribution of digital platform workers (at least one hour in the last month) by working hours setting,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_f0497c48f8c4e1b53e15""]",run_cf189fe93ed005701355
term_20e2445bd283d82fbf2f,Distribution of digital platform workers (at least one hour in the last month) by working hours setting - experimental statistics,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_80d3aa1457e2243916cc""]",run_cf189fe93ed005701355
term_aee7b50f267459bb7e5b,Distribution of digital platform workers (in the last 12 months) by number of hours worked in the last month,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_ad36f9c7c40aa37b31d9""]",run_cf189fe93ed005701355
term_70f55e2122f079d01ebb,Distribution of digital platform workers (in the last 12 months) by number of hours worked in the last month - experimental statistics,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_f0cba816936c8042bc29""]",run_cf189fe93ed005701355
term_6b198dfa571f0167b15f,Distribution of households by activity status of the reference person,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_3366c813fab109fca4c6""]",run_cf189fe93ed005701355
term_754afe6bac35caf6bc0a,Distribution of households by activity status of the reference person - experimental statistics,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_c51d350eb65c6ff78412""]",run_cf189fe93ed005701355
term_86d6b8ee1a219c1fca87,Distribution of households by age of the reference person,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_d6b1a2f5729df0b8009a""]",run_cf189fe93ed005701355
term_bebe5df5f9aeb1139dd0,Distribution of households by age of the reference person - experimental statistics,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_c7205bc808210c42a7bc""]",run_cf189fe93ed005701355
term_50bf4f4316d68c1c332f,Distribution of households by household size,measure,0.72,local-hybrid,False,title-only term treated as likely measure; local model skipped because gold labels are pending,"[""occ_23acde575f05fe4daa52""]",run_cf189fe93ed005701355
